Date,Region,Product,Quantity, UnitPrice ,StoreLocation,CustomerType,Discount,Salesperson, TotalPrice ,PaymentMethod,Promotion,Returned,OrderID,CustomerName, ShippingCost ,OrderDate,DeliveryDate,RegionManager,MonthName, GrossRevenue , TotalDiscount 
15/02/2025,North,Printer,19, $118.09 ,Store D,Wholesale,0.1,Alice," $2,019.34 ",Online,SAVE10,0,REG101147,Cust 3125, $10.77 ,15/02/2025,23/02/2025,Ryan,Feb," $2,008.57 ", $224.37 
07/10/2023,West,Tablet,15, $188.57 ,Store C,Wholesale,0.05,Bob," $2,687.12 ",Credit Card,FREESHIP,1,REG101148,Cust 4623, $38.61 ,07/10/2023,09/10/2023,Wendy,Oct," $2,648.51 ", $141.43 
08/08/2023,West,Phone,8, $200.74 ,Store A,Wholesale,0,Diana," $1,605.92 ",Gift Card,SAVE10,1,REG101149,Cust 4571, $30.70 ,08/08/2023,10/08/2023,Wendy,Aug," $1,575.22 ", $-   
21/08/2023,East,Laptop,3, $142.09 ,Store C,Wholesale,0.15,Frank, $362.33 ,Gift Card,WINTER15,0,REG101150,Cust 6453, $26.04 ,21/08/2023,27/08/2023,Eric,Aug, $336.29 , $63.94 
07/07/2024,North,Tablet,15, $576.12 ,Store D,Retail,0.1,Alice," $7,777.62 ",Online,WINTER15,0,REG101151,Cust 6982, $29.31 ,07/07/2024,11/07/2024,Ryan,Jul," $7,748.31 ", $864.18 
17/01/2025,South,Desk,9, $96.97 ,Store D,Retail,0.15,Bob, $741.82 ,Credit Card,WINTER15,1,REG101152,Cust 6824, $30.87 ,17/01/2025,24/01/2025,Sophie,Jan, $710.95 , $130.91 
06/12/2023,North,Tablet,17, $218.04 ,Store D,Wholesale,0.15,Bob," $3,150.68 ",Cash,,0,REG101153,Cust 3172, $16.00 ,06/12/2023,16/12/2023,Ryan,Dec," $3,134.68 ", $556.00 
01/03/2023,South,Desk,2, $153.33 ,Store C,Wholesale,0.05,Carlos, $291.33 ,Cash,,0,REG101154,Cust 8146, $31.55 ,01/03/2023,04/03/2023,Sophie,Mar, $259.78 , $15.33 
11/02/2025,North,Printer,8, $316.12 ,Store B,Wholesale,0.1,Diana," $2,276.06 ",Gift Card,WINTER15,0,REG101155,Cust 3299, $6.28 ,11/02/2025,15/02/2025,Ryan,Feb," $2,269.78 ", $252.90 
20/06/2023,Central,Printer,13, $153.57 ,Store B,Wholesale,0.05,Carlos," $1,896.59 ",Gift Card,,0,REG101156,Cust 6476, $27.98 ,20/06/2023,25/06/2023,Cameron,Jun," $1,868.61 ", $99.82 
29/02/2024,West,Printer,7, $208.31 ,Store C,Wholesale,0.05,Frank," $1,385.26 ",Online,SAVE10,0,REG101157,Cust 9835, $26.57 ,29/02/2024,03/03/2024,Wendy,Feb," $1,358.69 ", $72.91 
30/06/2025,North,Chair,2, $160.96 ,Store C,Wholesale,0.1,Eva, $289.73 ,Gift Card,WINTER15,0,REG101158,Cust 1003, $44.97 ,30/06/2025,05/07/2025,Ryan,Jun, $244.76 , $32.19 
19/08/2024,North,Monitor,3, $373.77 ,Store B,Retail,0.1,Eva," $1,009.18 ",Cash,WINTER15,1,REG101159,Cust 9705, $17.62 ,19/08/2024,25/08/2024,Ryan,Aug, $991.56 , $112.13 
15/01/2024,Central,Printer,20, $200.70 ,Store D,Retail,0.1,Alice," $3,612.60 ",Online,FREESHIP,0,REG101160,Cust 3421, $29.60 ,15/01/2024,19/01/2024,Cameron,Jan," $3,583.00 ", $401.40 
08/08/2024,Central,Desk,14, $115.77 ,Store B,Wholesale,0.15,Frank," $1,377.66 ",Credit Card,SAVE10,1,REG101161,Cust 1690, $20.12 ,08/08/2024,11/08/2024,Cameron,Aug," $1,357.54 ", $243.12 
05/10/2024,West,Phone,12, $535.41 ,Store C,Retail,0.1,Frank," $5,782.43 ",Gift Card,,0,REG101162,Cust 2507, $27.82 ,05/10/2024,07/10/2024,Wendy,Oct," $5,754.61 ", $642.49 
13/01/2024,South,Desk,12, $103.59 ,Store A,Retail,0.1,Frank," $1,118.77 ",Debit Card,FREESHIP,0,REG101163,Cust 9880, $48.11 ,13/01/2024,21/01/2024,Sophie,Jan," $1,070.66 ", $124.31 
29/03/2023,West,Laptop,18, $176.32 ,Store B,Wholesale,0.05,Diana," $3,015.07 ",Debit Card,,0,REG101164,Cust 3972, $36.35 ,29/03/2023,04/04/2023,Wendy,Mar," $2,978.72 ", $158.69 
19/10/2023,North,Printer,5, $112.44 ,Store D,Retail,0.1,Bob, $505.98 ,Credit Card,,1,REG101165,Cust 8280, $7.46 ,19/10/2023,23/10/2023,Ryan,Oct, $498.52 , $56.22 
23/10/2023,West,Chair,20, $19.30 ,Store C,Wholesale,0,Bob, $386.00 ,Debit Card,SAVE10,0,REG101166,Cust 4205, $47.23 ,23/10/2023,01/11/2023,Wendy,Oct, $338.77 , $-   
24/03/2023,South,Phone,9, $233.11 ,Store B,Retail,0.05,Eva," $1,993.09 ",Debit Card,WINTER15,0,REG101167,Cust 2579, $31.43 ,24/03/2023,28/03/2023,Sophie,Mar," $1,961.66 ", $104.90 
09/08/2024,West,Printer,17, $66.48 ,Store C,Wholesale,0.15,Eva, $960.64 ,Gift Card,WINTER15,1,REG101168,Cust 7265, $10.79 ,09/08/2024,14/08/2024,Wendy,Aug, $949.85 , $169.52 
26/04/2023,South,Laptop,17, $504.63 ,Store A,Wholesale,0.1,Carlos," $7,720.84 ",Online,WINTER15,1,REG101169,Cust 1199, $48.33 ,26/04/2023,06/05/2023,Sophie,Apr," $7,672.51 ", $857.87 
04/03/2024,West,Tablet,11, $97.84 ,Store B,Retail,0.05,Alice," $1,022.43 ",Debit Card,SAVE10,1,REG101170,Cust 2928, $45.97 ,04/03/2024,12/03/2024,Wendy,Mar, $976.46 , $53.81 
14/02/2023,East,Tablet,7, $468.14 ,Store A,Retail,0.15,Bob," $2,785.43 ",Cash,SAVE10,0,REG101171,Cust 9447, $47.56 ,14/02/2023,17/02/2023,Eric,Feb," $2,737.87 ", $491.55 
28/04/2023,West,Tablet,20, $476.69 ,Store B,Wholesale,0.05,Bob," $9,057.11 ",Online,WINTER15,0,REG101172,Cust 9095, $10.20 ,28/04/2023,03/05/2023,Wendy,Apr," $9,046.91 ", $476.69 
03/03/2024,North,Phone,2, $160.73 ,Store A,Wholesale,0.15,Frank, $273.24 ,Cash,FREESHIP,0,REG101173,Cust 7587, $20.18 ,03/03/2024,11/03/2024,Ryan,Mar, $253.06 , $48.22 
04/09/2024,West,Tablet,9, $228.98 ,Store D,Retail,0.15,Frank," $1,751.70 ",Online,WINTER15,0,REG101174,Cust 2611, $45.79 ,04/09/2024,08/09/2024,Wendy,Sep," $1,705.91 ", $309.12 
30/12/2024,East,Tablet,19, $336.50 ,Store B,Wholesale,0,Alice," $6,393.50 ",Online,WINTER15,0,REG101175,Cust 8284, $27.43 ,30/12/2024,07/01/2025,Eric,Dec," $6,366.07 ", $-   
10/02/2024,East,Printer,18, $411.59 ,Store A,Wholesale,0,Bob," $7,408.62 ",Credit Card,WINTER15,0,REG101176,Cust 8154, $9.62 ,10/02/2024,16/02/2024,Eric,Feb," $7,399.00 ", $-   
07/09/2023,Central,Printer,1, $431.49 ,Store C,Wholesale,0.15,Alice, $366.77 ,Cash,SAVE10,0,REG101177,Cust 5215, $17.53 ,07/09/2023,15/09/2023,Cameron,Sep, $349.24 , $64.72 
11/08/2023,East,Laptop,18, $495.39 ,Store A,Wholesale,0,Carlos," $8,917.02 ",Gift Card,SAVE10,0,REG101178,Cust 5309, $14.88 ,11/08/2023,15/08/2023,Eric,Aug," $8,902.14 ", $-   
12/03/2023,West,Phone,4, $149.30 ,Store A,Wholesale,0.1,Diana, $537.48 ,Debit Card,FREESHIP,0,REG101179,Cust 2016, $47.84 ,12/03/2023,16/03/2023,Wendy,Mar, $489.64 , $59.72 
29/03/2023,Central,Desk,18, $179.97 ,Store C,Wholesale,0.1,Eva," $2,915.51 ",Cash,SAVE10,0,REG101180,Cust 2676, $22.15 ,29/03/2023,31/03/2023,Cameron,Mar," $2,893.36 ", $323.95 
17/02/2025,South,Chair,11, $381.14 ,Store B,Retail,0.05,Frank," $3,982.91 ",Gift Card,FREESHIP,0,REG101181,Cust 7529, $32.83 ,17/02/2025,27/02/2025,Sophie,Feb," $3,950.08 ", $209.63 
07/01/2024,North,Chair,5, $454.62 ,Store C,Wholesale,0.05,Diana," $2,159.45 ",Gift Card,,0,REG101182,Cust 6172, $10.19 ,07/01/2024,15/01/2024,Ryan,Jan," $2,149.26 ", $113.66 
14/01/2023,East,Phone,17, $226.56 ,Store A,Wholesale,0.1,Diana," $3,466.37 ",Gift Card,WINTER15,1,REG101183,Cust 2527, $36.89 ,14/01/2023,20/01/2023,Eric,Jan," $3,429.48 ", $385.15 
03/01/2024,West,Laptop,2, $132.91 ,Store A,Wholesale,0,Bob, $265.82 ,Debit Card,WINTER15,0,REG101184,Cust 1970, $7.76 ,03/01/2024,12/01/2024,Wendy,Jan, $258.06 , $-   
25/08/2023,South,Desk,2, $35.69 ,Store C,Retail,0,Eva, $71.38 ,Debit Card,FREESHIP,0,REG101185,Cust 9543, $39.89 ,25/08/2023,28/08/2023,Sophie,Aug, $31.49 , $-   
16/05/2025,North,Desk,6, $451.93 ,Store A,Wholesale,0.15,Eva," $2,304.84 ",Cash,WINTER15,1,REG101186,Cust 2957, $49.37 ,16/05/2025,25/05/2025,Ryan,May," $2,255.47 ", $406.74 
30/12/2023,South,Laptop,7, $270.47 ,Store D,Wholesale,0.05,Diana," $1,798.63 ",Credit Card,WINTER15,1,REG101187,Cust 2852, $41.56 ,30/12/2023,03/01/2024,Sophie,Dec," $1,757.07 ", $94.66 
06/10/2024,South,Phone,13, $55.46 ,Store A,Retail,0.05,Bob, $684.93 ,Credit Card,FREESHIP,1,REG101188,Cust 6365, $18.01 ,06/10/2024,09/10/2024,Sophie,Oct, $666.92 , $36.05 
12/03/2023,Central,Tablet,17, $515.12 ,Store D,Wholesale,0.15,Bob," $7,443.48 ",Credit Card,SAVE10,1,REG101189,Cust 9159, $32.74 ,12/03/2023,22/03/2023,Cameron,Mar," $7,410.74 "," $1,313.56 "
06/04/2024,North,Phone,1, $256.63 ,Store D,Wholesale,0,Carlos, $256.63 ,Gift Card,FREESHIP,0,REG101190,Cust 3252, $12.97 ,06/04/2024,08/04/2024,Ryan,Apr, $243.66 , $-   
20/01/2023,North,Tablet,4, $423.99 ,Store B,Retail,0.05,Frank," $1,611.16 ",Online,FREESHIP,0,REG101191,Cust 8679, $20.05 ,20/01/2023,25/01/2023,Ryan,Jan," $1,591.11 ", $84.80 
08/07/2024,West,Laptop,15, $77.89 ,Store B,Wholesale,0.05,Diana," $1,109.93 ",Credit Card,,0,REG101192,Cust 5547, $20.87 ,08/07/2024,12/07/2024,Wendy,Jul," $1,089.06 ", $58.42 
06/10/2023,North,Phone,12, $11.95 ,Store A,Retail,0.05,Carlos, $136.23 ,Online,,0,REG101193,Cust 9438, $26.66 ,06/10/2023,16/10/2023,Ryan,Oct, $109.57 , $7.17 
11/09/2023,East,Desk,7, $67.05 ,Store D,Wholesale,0.1,Carlos, $422.42 ,Cash,FREESHIP,0,REG101194,Cust 9092, $36.67 ,11/09/2023,18/09/2023,Eric,Sep, $385.75 , $46.94 
14/09/2023,North,Phone,19, $118.15 ,Store C,Retail,0.15,Frank," $1,908.12 ",Cash,SAVE10,0,REG101195,Cust 7007, $12.95 ,14/09/2023,19/09/2023,Ryan,Sep," $1,895.17 ", $336.73 
06/11/2023,North,Printer,16, $114.47 ,Store B,Wholesale,0.15,Carlos," $1,556.79 ",Online,,0,REG101196,Cust 3001, $43.85 ,06/11/2023,11/11/2023,Ryan,Nov," $1,512.94 ", $274.73 
23/06/2024,North,Monitor,9, $36.21 ,Store C,Wholesale,0.15,Bob, $277.01 ,Credit Card,FREESHIP,0,REG101197,Cust 5771, $6.71 ,23/06/2024,30/06/2024,Ryan,Jun, $270.30 , $48.88 
30/03/2023,West,Printer,10, $52.58 ,Store B,Wholesale,0.1,Eva, $473.22 ,Cash,WINTER15,0,REG101198,Cust 4317, $14.01 ,30/03/2023,09/04/2023,Wendy,Mar, $459.21 , $52.58 
05/10/2024,East,Phone,6, $272.26 ,Store A,Retail,0.1,Carlos," $1,470.20 ",Debit Card,SAVE10,0,REG101199,Cust 3627, $43.67 ,05/10/2024,15/10/2024,Eric,Oct," $1,426.53 ", $163.36 
19/03/2023,Central,Chair,10, $124.97 ,Store D,Retail,0.15,Eva," $1,062.25 ",Gift Card,WINTER15,1,REG101200,Cust 4433, $40.23 ,19/03/2023,29/03/2023,Cameron,Mar," $1,022.02 ", $187.46 
17/03/2025,North,Phone,9, $228.62 ,Store C,Retail,0.05,Eva," $1,954.70 ",Gift Card,SAVE10,0,REG101201,Cust 6231, $31.43 ,17/03/2025,21/03/2025,Ryan,Mar," $1,923.27 ", $102.88 
18/12/2024,Central,Laptop,20, $282.91 ,Store A,Wholesale,0.15,Frank," $4,809.47 ",Debit Card,FREESHIP,0,REG101202,Cust 8987, $8.19 ,18/12/2024,28/12/2024,Cameron,Dec," $4,801.28 ", $848.73 
06/01/2025,West,Tablet,17, $129.62 ,Store D,Retail,0.15,Eva," $1,873.01 ",Online,FREESHIP,0,REG101203,Cust 4510, $24.28 ,06/01/2025,08/01/2025,Wendy,Jan," $1,848.73 ", $330.53 
14/01/2025,Central,Monitor,6, $162.35 ,Store B,Wholesale,0.05,Eva, $925.40 ,Credit Card,SAVE10,1,REG101204,Cust 7003, $19.18 ,14/01/2025,20/01/2025,Cameron,Jan, $906.22 , $48.71 
26/01/2023,South,Printer,14, $209.82 ,Store B,Wholesale,0,Eva," $2,937.48 ",Cash,SAVE10,0,REG101205,Cust 6546, $36.11 ,26/01/2023,30/01/2023,Sophie,Jan," $2,901.37 ", $-   
04/08/2024,North,Laptop,16, $293.44 ,Store D,Wholesale,0.05,Diana," $4,460.29 ",Gift Card,SAVE10,0,REG101206,Cust 2951, $42.56 ,04/08/2024,14/08/2024,Ryan,Aug," $4,417.73 ", $234.75 
13/02/2024,North,Phone,11, $185.52 ,Store D,Wholesale,0.15,Diana," $1,734.61 ",Credit Card,WINTER15,0,REG101207,Cust 4673, $38.53 ,13/02/2024,16/02/2024,Ryan,Feb," $1,696.08 ", $306.11 
11/02/2023,Central,Desk,18, $268.38 ,Store D,Wholesale,0.15,Alice," $4,106.21 ",Cash,FREESHIP,0,REG101208,Cust 5988, $48.38 ,11/02/2023,14/02/2023,Cameron,Feb," $4,057.83 ", $724.63 
17/06/2024,East,Printer,18, $547.05 ,Store C,Wholesale,0.1,Carlos," $8,862.21 ",Cash,FREESHIP,0,REG101209,Cust 3922, $10.99 ,17/06/2024,22/06/2024,Eric,Jun," $8,851.22 ", $984.69 
06/06/2024,South,Laptop,1, $354.21 ,Store A,Wholesale,0.15,Carlos, $301.08 ,Online,,0,REG101210,Cust 9853, $26.16 ,06/06/2024,12/06/2024,Sophie,Jun, $274.92 , $53.13 
26/11/2023,South,Chair,18, $250.93 ,Store C,Wholesale,0.05,Bob," $4,290.90 ",Gift Card,,0,REG101211,Cust 6168, $47.67 ,26/11/2023,02/12/2023,Sophie,Nov," $4,243.23 ", $225.84 
07/04/2024,West,Printer,18, $587.25 ,Store C,Wholesale,0.15,Carlos," $8,984.93 ",Online,,0,REG101212,Cust 3175, $42.15 ,07/04/2024,09/04/2024,Wendy,Apr," $8,942.78 "," $1,585.58 "
03/02/2023,West,Desk,2, $438.06 ,Store B,Retail,0,Frank, $876.12 ,Online,FREESHIP,1,REG101213,Cust 1813, $12.90 ,03/02/2023,09/02/2023,Wendy,Feb, $863.22 , $-   
25/11/2024,East,Chair,14, $6.10 ,Store C,Wholesale,0.15,Carlos, $72.59 ,Online,FREESHIP,1,REG101214,Cust 7749, $10.18 ,25/11/2024,30/11/2024,Eric,Nov, $62.41 , $12.81 
30/06/2024,North,Laptop,2, $80.14 ,Store D,Wholesale,0,Carlos, $160.28 ,Online,FREESHIP,1,REG101215,Cust 3416, $13.41 ,30/06/2024,03/07/2024,Ryan,Jun, $146.87 , $-   
02/08/2023,South,Laptop,11, $66.97 ,Store A,Retail,0.15,Bob, $626.17 ,Gift Card,FREESHIP,1,REG101216,Cust 7066, $20.35 ,02/08/2023,11/08/2023,Sophie,Aug, $605.82 , $110.50 
22/02/2024,South,Chair,6, $181.34 ,Store A,Wholesale,0,Alice," $1,088.04 ",Cash,FREESHIP,0,REG101217,Cust 5180, $27.65 ,22/02/2024,27/02/2024,Sophie,Feb," $1,060.39 ", $-   
29/11/2024,North,Monitor,15, $570.00 ,Store D,Wholesale,0.05,Frank," $8,122.50 ",Gift Card,,0,REG101218,Cust 6246, $7.62 ,29/11/2024,09/12/2024,Ryan,Nov," $8,114.88 ", $427.50 
21/07/2023,North,Monitor,9, $587.79 ,Store D,Wholesale,0.15,Bob," $4,496.59 ",Online,,0,REG101219,Cust 4182, $24.64 ,21/07/2023,31/07/2023,Ryan,Jul," $4,471.95 ", $793.52 
14/04/2023,Central,Phone,6, $196.31 ,Store C,Retail,0.1,Carlos," $1,060.07 ",Online,WINTER15,0,REG101220,Cust 6843, $38.65 ,14/04/2023,17/04/2023,Cameron,Apr," $1,021.42 ", $117.79 
01/02/2023,North,Phone,8, $430.06 ,Store B,Wholesale,0.05,Bob," $3,268.46 ",Debit Card,SAVE10,0,REG101221,Cust 6844, $38.45 ,01/02/2023,05/02/2023,Ryan,Feb," $3,230.01 ", $172.02 
30/06/2024,East,Monitor,14, $429.72 ,Store A,Retail,0.1,Eva," $5,414.47 ",Cash,SAVE10,0,REG101222,Cust 3248, $45.78 ,30/06/2024,05/07/2024,Eric,Jun," $5,368.69 ", $601.61 
18/10/2023,Central,Phone,13, $127.34 ,Store D,Wholesale,0,Alice," $1,655.42 ",Credit Card,WINTER15,0,REG101223,Cust 5226, $6.15 ,18/10/2023,21/10/2023,Cameron,Oct," $1,649.27 ", $-   
04/07/2024,East,Monitor,6, $421.97 ,Store B,Wholesale,0.05,Bob," $2,405.23 ",Cash,WINTER15,0,REG101224,Cust 9804, $41.31 ,04/07/2024,13/07/2024,Eric,Jul," $2,363.92 ", $126.59 
04/07/2024,East,Tablet,5, $225.69 ,Store A,Wholesale,0.15,Carlos, $959.18 ,Gift Card,WINTER15,0,REG101225,Cust 3990, $47.60 ,04/07/2024,12/07/2024,Eric,Jul, $911.58 , $169.27 
27/07/2023,North,Monitor,10, $322.11 ,Store A,Retail,0.15,Diana," $2,737.94 ",Debit Card,WINTER15,0,REG101226,Cust 5106, $28.72 ,27/07/2023,02/08/2023,Ryan,Jul," $2,709.22 ", $483.17 
01/03/2025,West,Desk,4, $209.30 ,Store B,Retail,0.05,Alice, $795.34 ,Gift Card,,0,REG101227,Cust 3448, $6.89 ,01/03/2025,06/03/2025,Wendy,Mar, $788.45 , $41.86 
23/02/2023,Central,Desk,16, $326.16 ,Store C,Wholesale,0.1,Frank," $4,696.70 ",Credit Card,,0,REG101228,Cust 1439, $44.30 ,23/02/2023,25/02/2023,Cameron,Feb," $4,652.40 ", $521.86 
11/01/2023,East,Monitor,13, $515.42 ,Store D,Retail,0,Bob," $6,700.46 ",Online,FREESHIP,0,REG101229,Cust 5342, $43.37 ,11/01/2023,20/01/2023,Eric,Jan," $6,657.09 ", $-   
16/04/2024,West,Tablet,7, $129.83 ,Store A,Wholesale,0,Carlos, $908.81 ,Gift Card,WINTER15,0,REG101230,Cust 4564, $13.12 ,16/04/2024,20/04/2024,Wendy,Apr, $895.69 , $-   
09/03/2024,Central,Monitor,17, $376.15 ,Store C,Retail,0.05,Diana," $6,074.82 ",Gift Card,WINTER15,1,REG101231,Cust 6441, $31.96 ,09/03/2024,12/03/2024,Cameron,Mar," $6,042.86 ", $319.73 
07/10/2024,South,Chair,8, $385.46 ,Store A,Wholesale,0,Bob," $3,083.68 ",Cash,SAVE10,0,REG101232,Cust 7591, $8.89 ,07/10/2024,11/10/2024,Sophie,Oct," $3,074.79 ", $-   
06/10/2023,West,Printer,2, $474.13 ,Store D,Wholesale,0,Carlos, $948.26 ,Gift Card,FREESHIP,1,REG101233,Cust 9778, $14.41 ,06/10/2023,15/10/2023,Wendy,Oct, $933.85 , $-   
08/04/2023,West,Monitor,15, $506.17 ,Store B,Wholesale,0.05,Alice," $7,212.92 ",Online,,0,REG101234,Cust 1195, $41.73 ,08/04/2023,13/04/2023,Wendy,Apr," $7,171.19 ", $379.63 
20/02/2024,South,Phone,1, $67.38 ,Store D,Retail,0.15,Alice, $57.27 ,Credit Card,WINTER15,0,REG101235,Cust 8126, $6.14 ,20/02/2024,27/02/2024,Sophie,Feb, $51.13 , $10.11 
30/01/2023,West,Chair,15, $274.30 ,Store B,Retail,0.15,Frank," $3,497.33 ",Credit Card,,0,REG101236,Cust 4609, $21.56 ,30/01/2023,08/02/2023,Wendy,Jan," $3,475.77 ", $617.18 
12/05/2023,South,Monitor,2, $334.48 ,Store B,Wholesale,0,Alice, $668.96 ,Debit Card,,0,REG101237,Cust 1449, $31.53 ,12/05/2023,20/05/2023,Sophie,May, $637.43 , $-   
08/01/2024,South,Chair,7, $562.60 ,Store A,Retail,0.15,Eva," $3,347.47 ",Online,WINTER15,0,REG101238,Cust 3508, $19.95 ,08/01/2024,12/01/2024,Sophie,Jan," $3,327.52 ", $590.73 
05/06/2024,North,Monitor,7, $14.34 ,Store D,Retail,0.05,Alice, $95.36 ,Debit Card,WINTER15,0,REG101239,Cust 4826, $19.45 ,05/06/2024,08/06/2024,Ryan,Jun, $75.91 , $5.02 
21/05/2025,East,Phone,11, $34.72 ,Store B,Wholesale,0.1,Diana, $343.73 ,Gift Card,FREESHIP,0,REG101240,Cust 1232, $9.31 ,21/05/2025,23/05/2025,Eric,May, $334.42 , $38.19 
21/05/2025,East,Chair,7, $15.06 ,Store A,Retail,0,Alice, $105.42 ,Cash,,1,REG101241,Cust 9675, $46.57 ,21/05/2025,26/05/2025,Eric,May, $58.85 , $-   
05/03/2023,East,Printer,11, $488.17 ,Store B,Wholesale,0.05,Bob," $5,101.38 ",Cash,WINTER15,1,REG101242,Cust 5153, $37.47 ,05/03/2023,11/03/2023,Eric,Mar," $5,063.91 ", $268.49 
27/10/2024,South,Tablet,10, $268.39 ,Store B,Retail,0.05,Alice," $2,549.71 ",Credit Card,SAVE10,0,REG101243,Cust 6330, $25.86 ,27/10/2024,02/11/2024,Sophie,Oct," $2,523.85 ", $134.20 
24/03/2025,North,Tablet,5, $64.18 ,Store C,Retail,0.1,Eva, $288.81 ,Gift Card,SAVE10,0,REG101244,Cust 8277, $21.17 ,24/03/2025,29/03/2025,Ryan,Mar, $267.64 , $32.09 
21/09/2024,West,Phone,15, $466.55 ,Store A,Retail,0.05,Alice," $6,648.34 ",Cash,SAVE10,1,REG101245,Cust 5884, $36.68 ,21/09/2024,27/09/2024,Wendy,Sep," $6,611.66 ", $349.91 
18/05/2025,North,Desk,8, $505.34 ,Store B,Retail,0.05,Bob," $3,840.58 ",Debit Card,,0,REG101246,Cust 4061, $22.88 ,18/05/2025,27/05/2025,Ryan,May," $3,817.70 ", $202.14 
11/07/2024,East,Monitor,6, $100.75 ,Store A,Wholesale,0.1,Frank, $544.05 ,Credit Card,FREESHIP,0,REG101247,Cust 8095, $12.98 ,11/07/2024,14/07/2024,Eric,Jul, $531.07 , $60.45 
27/01/2025,North,Tablet,8, $352.72 ,Store C,Retail,0.05,Carlos," $2,680.67 ",Cash,,0,REG101248,Cust 2435, $30.80 ,27/01/2025,04/02/2025,Ryan,Jan," $2,649.87 ", $141.09 
26/11/2023,East,Laptop,9, $526.26 ,Store B,Retail,0,Bob," $4,736.34 ",Cash,FREESHIP,0,REG101249,Cust 6785, $15.47 ,26/11/2023,06/12/2023,Eric,Nov," $4,720.87 ", $-   
02/06/2024,Central,Printer,18, $519.42 ,Store C,Retail,0.15,Eva," $7,947.13 ",Cash,WINTER15,0,REG101250,Cust 6485, $32.96 ,02/06/2024,04/06/2024,Cameron,Jun," $7,914.17 "," $1,402.43 "
17/01/2023,North,Chair,18, $108.46 ,Store D,Wholesale,0.05,Frank," $1,854.67 ",Online,SAVE10,0,REG101251,Cust 6960, $10.72 ,17/01/2023,24/01/2023,Ryan,Jan," $1,843.95 ", $97.61 
03/05/2025,North,Desk,13, $420.68 ,Store D,Wholesale,0.05,Frank," $5,195.40 ",Online,,0,REG101252,Cust 1135, $24.51 ,03/05/2025,11/05/2025,Ryan,May," $5,170.89 ", $273.44 
05/01/2025,North,Printer,17, $5.91 ,Store A,Wholesale,0.15,Eva, $85.40 ,Online,SAVE10,0,REG101253,Cust 6186, $44.85 ,05/01/2025,13/01/2025,Ryan,Jan, $40.55 , $15.07 
20/02/2024,East,Phone,4, $452.77 ,Store B,Retail,0,Diana," $1,811.08 ",Debit Card,SAVE10,0,REG101254,Cust 8828, $32.01 ,20/02/2024,01/03/2024,Eric,Feb," $1,779.07 ", $-   
26/12/2023,North,Monitor,7, $157.00 ,Store A,Wholesale,0.15,Alice, $934.15 ,Online,SAVE10,1,REG101255,Cust 9097, $39.72 ,26/12/2023,04/01/2024,Ryan,Dec, $894.43 , $164.85 
07/03/2023,North,Printer,11, $550.86 ,Store C,Retail,0.1,Bob," $5,453.51 ",Online,FREESHIP,0,REG101256,Cust 4744, $21.82 ,07/03/2023,12/03/2023,Ryan,Mar," $5,431.69 ", $605.95 
13/09/2024,North,Chair,5, $172.65 ,Store C,Wholesale,0.15,Alice, $733.76 ,Cash,SAVE10,0,REG101257,Cust 4287, $28.30 ,13/09/2024,22/09/2024,Ryan,Sep, $705.46 , $129.49 
02/01/2024,East,Tablet,16, $145.30 ,Store B,Wholesale,0,Eva," $2,324.80 ",Credit Card,FREESHIP,1,REG101258,Cust 2236, $29.64 ,02/01/2024,12/01/2024,Eric,Jan," $2,295.16 ", $-   
08/02/2025,South,Printer,10, $67.38 ,Store C,Retail,0.1,Diana, $606.42 ,Gift Card,FREESHIP,1,REG101259,Cust 5312, $20.58 ,08/02/2025,18/02/2025,Sophie,Feb, $585.84 , $67.38 
04/03/2025,South,Printer,15, $141.13 ,Store D,Wholesale,0,Carlos," $2,116.95 ",Cash,SAVE10,0,REG101260,Cust 5096, $19.63 ,04/03/2025,12/03/2025,Sophie,Mar," $2,097.32 ", $-   
12/03/2024,Central,Tablet,1, $534.61 ,Store D,Retail,0.05,Frank, $507.88 ,Online,SAVE10,0,REG101261,Cust 1162, $22.68 ,12/03/2024,21/03/2024,Cameron,Mar, $485.20 , $26.73 
03/07/2024,East,Phone,9, $560.04 ,Store D,Retail,0.05,Carlos," $4,788.34 ",Gift Card,WINTER15,0,REG101262,Cust 1669, $22.81 ,03/07/2024,07/07/2024,Eric,Jul," $4,765.53 ", $252.02 
05/01/2025,North,Laptop,8, $275.32 ,Store D,Retail,0.1,Diana," $1,982.30 ",Cash,SAVE10,0,REG101263,Cust 6213, $18.26 ,05/01/2025,13/01/2025,Ryan,Jan," $1,964.04 ", $220.26 
21/03/2024,East,Phone,3, $105.73 ,Store D,Retail,0.05,Bob, $301.33 ,Debit Card,FREESHIP,1,REG101264,Cust 7659, $12.12 ,21/03/2024,28/03/2024,Eric,Mar, $289.21 , $15.86 
28/03/2025,Central,Monitor,15, $568.81 ,Store D,Retail,0.1,Frank," $7,678.94 ",Gift Card,,0,REG101265,Cust 2894, $8.54 ,28/03/2025,03/04/2025,Cameron,Mar," $7,670.40 ", $853.22 
13/04/2025,Central,Laptop,20, $190.39 ,Store B,Retail,0.1,Bob," $3,427.02 ",Gift Card,SAVE10,0,REG101266,Cust 1457, $49.93 ,13/04/2025,18/04/2025,Cameron,Apr," $3,377.09 ", $380.78 
